event_nr,strip,charge,ctime,Subdetector,TDC,time,sector,section,layer,plane
1,52.0,3155.0,0.0,1.0,21.0,20.634197235107422,8.0,1.0,1.0,0.0
1,6.0,3287.0,0.0,1.0,14.0,13.756131172180176,8.0,1.0,1.0,1.0
1,54.0,3321.0,0.0,1.0,22.0,21.616777420043945,8.0,1.0,2.0,0.0
1,36.0,3389.0,0.0,1.0,15.0,14.738712310791016,8.0,1.0,2.0,1.0
1,49.0,3324.0,0.0,2.0,63.0,61.902591705322266,3.0,2.0,1.0,1.0
1,27.0,3387.0,0.0,2.0,61.0,59.93742752075195,3.0,2.0,1.0,2.0
1,28.0,4095.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0
1,51.0,3484.0,0.0,2.0,66.0,64.85033416748047,3.0,2.0,2.0,1.0
1,28.0,3501.0,0.0,2.0,64.0,62.885169982910156,3.0,2.0,2.0,2.0
1,52.0,3480.0,0.0,2.0,64.0,62.885169982910156,3.0,2.0,3.0,1.0
1,29.0,3523.0,0.0,2.0,62.0,60.92000961303711,3.0,2.0,3.0,2.0
1,54.0,3555.0,0.0,2.0,63.0,61.902591705322266,3.0,2.0,4.0,1.0
1,30.0,3413.0,0.0,2.0,62.0,60.92000961303711,3.0,2.0,4.0,2.0
1,55.0,3502.0,0.0,2.0,66.0,64.85033416748047,3.0,2.0,5.0,1.0
1,31.0,3511.0,0.0,2.0,62.0,60.92000961303711,3.0,2.0,5.0,2.0
1,57.0,3557.0,0.0,2.0,62.0,60.92000961303711,3.0,2.0,6.0,1.0
1,58.0,4095.0,0.0,2.0,0.0,0.0,3.0,2.0,6.0,1.0
1,32.0,3480.0,0.0,2.0,66.0,64.85033416748047,3.0,2.0,6.0,2.0
1,58.0,3520.0,0.0,2.0,63.0,61.902591705322266,3.0,2.0,7.0,1.0
1,59.0,4095.0,0.0,2.0,0.0,0.0,3.0,2.0,7.0,1.0
1,33.0,3493.0,0.0,2.0,62.0,60.92000961303711,3.0,2.0,7.0,2.0
1,60.0,3532.0,0.0,2.0,64.0,62.885169982910156,3.0,2.0,8.0,1.0
1,34.0,3606.0,0.0,2.0,65.0,63.86775207519531,3.0,2.0,8.0,2.0
1,61.0,3533.0,0.0,2.0,63.0,61.902591705322266,3.0,2.0,9.0,1.0
1,35.0,2792.0,0.0,2.0,60.0,58.95484924316406,3.0,2.0,9.0,2.0
1,63.0,3310.0,0.0,2.0,62.0,60.92000961303711,3.0,2.0,10.0,1.0
1,36.0,3497.0,0.0,2.0,63.0,61.902591705322266,3.0,2.0,10.0,2.0
1,65.0,3490.0,0.0,2.0,60.0,58.95484924316406,3.0,2.0,11.0,1.0
1,37.0,3494.0,0.0,2.0,61.0,59.93742752075195,3.0,2.0,11.0,2.0
1,66.0,3516.0,0.0,2.0,61.0,59.93742752075195,3.0,2.0,12.0,1.0
1,38.0,3470.0,0.0,2.0,62.0,60.92000961303711,3.0,2.0,12.0,2.0
2,37.0,3411.0,0.0,1.0,14.0,13.756131172180176,5.0,1.0,1.0,0.0
2,29.0,3340.0,0.0,1.0,16.0,15.721292495727539,5.0,1.0,1.0,1.0
2,39.0,3394.0,0.0,1.0,16.0,15.721292495727539,5.0,1.0,2.0,0.0
2,11.0,4095.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0
2,12.0,3546.0,0.0,1.0,19.0,18.669034957885742,5.0,1.0,2.0,1.0
2,36.0,0.0,0.0,1.0,0.0,19.10069465637207,5.0,1.0,3.0,0.0
2,37.0,0.0,0.0,1.0,0.0,19.10069465637207,5.0,1.0,3.0,0.0
2,10.0,0.0,0.0,1.0,0.0,13.938833236694336,5.0,1.0,3.0,1.0
2,11.0,0.0,0.0,1.0,0.0,13.938833236694336,5.0,1.0,3.0,1.0
2,38.0,0.0,0.0,1.0,0.0,19.84317398071289,5.0,1.0,4.0,0.0
2,39.0,0.0,0.0,1.0,0.0,19.84317398071289,5.0,1.0,4.0,0.0
2,10.0,0.0,0.0,1.0,0.0,13.796749114990234,5.0,1.0,4.0,1.0
2,11.0,0.0,0.0,1.0,0.0,13.796749114990234,5.0,1.0,4.0,1.0
2,40.0,0.0,0.0,1.0,0.0,20.585933685302734,5.0,1.0,5.0,0.0
2,10.0,0.0,0.0,1.0,0.0,13.654383659362793,5.0,1.0,5.0,1.0
2,11.0,0.0,0.0,1.0,0.0,13.654383659362793,5.0,1.0,5.0,1.0
2,42.0,0.0,0.0,1.0,0.0,21.321258544921875,5.0,1.0,6.0,0.0
2,11.0,0.0,0.0,1.0,0.0,13.515193939208984,5.0,1.0,6.0,1.0
2,44.0,0.0,0.0,1.0,0.0,21.95079231262207,5.0,1.0,7.0,0.0
2,14.0,0.0,0.0,1.0,0.0,13.377617835998535,5.0,1.0,7.0,1.0
2,15.0,0.0,0.0,1.0,0.0,13.377617835998535,5.0,1.0,7.0,1.0
2,45.0,0.0,0.0,1.0,0.0,22.68961524963379,5.0,1.0,8.0,0.0
2,46.0,0.0,0.0,1.0,0.0,22.68961524963379,5.0,1.0,8.0,0.0
2,14.0,0.0,0.0,1.0,0.0,13.23388671875,5.0,1.0,8.0,1.0
2,15.0,0.0,0.0,1.0,0.0,13.24373722076416,5.0,1.0,8.0,1.0
2,46.0,0.0,0.0,1.0,0.0,23.43047332763672,5.0,1.0,9.0,0.0
2,47.0,0.0,0.0,1.0,0.0,23.43047332763672,5.0,1.0,9.0,0.0
2,48.0,0.0,0.0,1.0,0.0,23.43047332763672,5.0,1.0,9.0,0.0
2,14.0,0.0,0.0,1.0,0.0,13.099564552307129,5.0,1.0,9.0,1.0
2,15.0,0.0,0.0,1.0,0.0,13.109662055969238,5.0,1.0,9.0,1.0
2,73.0,2810.0,0.0,2.0,61.0,59.93742752075195,1.0,2.0,1.0,1.0
2,10.0,3180.0,0.0,2.0,57.0,56.00710678100586,1.0,2.0,1.0,2.0
3,34.0,4095.0,0.0,2.0,0.0,0.0,1.0,2.0,6.0,2.0
3,1.0,3471.0,0.0,2.0,66.0,64.85033416748047,1.0,2.0,7.0,1.0
3,35.0,3510.0,0.0,2.0,73.0,71.72840118408203,1.0,2.0,7.0,2.0
3,1.0,3378.0,0.0,2.0,65.0,63.86775207519531,1.0,2.0,8.0,1.0
3,36.0,3511.0,0.0,2.0,73.0,71.72840118408203,1.0,2.0,8.0,2.0
3,1.0,3570.0,0.0,2.0,66.0,64.85033416748047,1.0,2.0,9.0,1.0
3,37.0,3541.0,0.0,2.0,75.0,73.69355773925781,1.0,2.0,9.0,2.0
3,1.0,3408.0,0.0,2.0,65.0,63.86775207519531,1.0,2.0,10.0,1.0
3,3.0,4095.0,0.0,2.0,0.0,0.0,1.0,2.0,10.0,1.0
3,38.0,3401.0,0.0,2.0,73.0,71.72840118408203,1.0,2.0,10.0,2.0
3,1.0,3509.0,0.0,2.0,66.0,64.85033416748047,1.0,2.0,11.0,1.0
3,39.0,3586.0,0.0,2.0,74.0,72.71098327636719,1.0,2.0,11.0,2.0
3,1.0,3377.0,0.0,2.0,69.0,67.7980728149414,1.0,2.0,12.0,1.0
3,2.0,3033.0,0.0,2.0,65.0,63.86775207519531,1.0,2.0,12.0,1.0
3,40.0,3321.0,0.0,2.0,73.0,71.72840118408203,1.0,2.0,12.0,2.0
3,1.0,3524.0,0.0,2.0,65.0,63.86775207519531,1.0,2.0,13.0,1.0
3,5.0,4095.0,0.0,2.0,0.0,0.0,1.0,2.0,13.0,1.0
3,41.0,3560.0,0.0,2.0,76.0,74.67613983154297,1.0,2.0,13.0,2.0
3,1.0,3330.0,0.0,2.0,68.0,66.81549835205078,1.0,2.0,14.0,1.0
3,2.0,3440.0,0.0,2.0,70.0,68.78065490722656,1.0,2.0,14.0,1.0
3,42.0,3552.0,0.0,2.0,77.0,75.65872192382812,1.0,2.0,14.0,2.0
4,21.0,3333.0,0.0,1.0,14.0,13.756131172180176,2.0,0.0,1.0,0.0
4,22.0,3184.0,0.0,1.0,18.0,17.68645477294922,2.0,0.0,1.0,1.0
4,22.0,3372.0,0.0,1.0,16.0,15.721292495727539,2.0,0.0,2.0,0.0
4,18.0,3502.0,0.0,1.0,19.0,18.669034957885742,2.0,0.0,2.0,1.0
4,19.0,0.0,0.0,1.0,0.0,14.57635498046875,2.0,0.0,3.0,0.0
4,20.0,0.0,0.0,1.0,0.0,14.604252815246582,2.0,0.0,3.0,0.0
4,16.0,0.0,0.0,1.0,0.0,16.302045822143555,2.0,0.0,3.0,1.0
4,19.0,0.0,0.0,1.0,0.0,15.217508316040039,2.0,0.0,4.0,0.0
4,20.0,0.0,0.0,1.0,0.0,15.217508316040039,2.0,0.0,4.0,0.0
4,16.0,0.0,0.0,1.0,0.0,16.508270263671875,2.0,0.0,4.0,1.0
4,20.0,0.0,0.0,1.0,0.0,15.858858108520508,2.0,0.0,5.0,0.0
4,16.0,0.0,0.0,1.0,0.0,16.712512969970703,2.0,0.0,5.0,1.0
4,20.0,0.0,0.0,1.0,0.0,16.49729347229004,2.0,0.0,6.0,0.0
4,21.0,0.0,0.0,1.0,0.0,16.49729347229004,2.0,0.0,6.0,0.0
4,15.0,0.0,0.0,1.0,0.0,16.930145263671875,2.0,0.0,6.0,1.0
4,16.0,0.0,0.0,1.0,0.0,16.91506576538086,2.0,0.0,6.0,1.0
4,21.0,0.0,0.0,1.0,0.0,17.025962829589844,2.0,0.0,7.0,0.0
4,21.0,0.0,0.0,1.0,0.0,17.11825180053711,2.0,0.0,7.0,1.0
4,21.0,0.0,0.0,1.0,0.0,17.655256271362305,2.0,0.0,8.0,0.0
4,20.0,0.0,0.0,1.0,0.0,17.321659088134766,2.0,0.0,8.0,1.0
4,21.0,0.0,0.0,1.0,0.0,17.321659088134766,2.0,0.0,8.0,1.0
4,21.0,0.0,0.0,1.0,0.0,18.286869049072266,2.0,0.0,9.0,0.0
4,22.0,0.0,0.0,1.0,0.0,18.286869049072266,2.0,0.0,9.0,0.0
4,20.0,0.0,0.0,1.0,0.0,17.561429977416992,2.0,0.0,9.0,1.0
4,21.0,0.0,0.0,1.0,0.0,17.52649688720703,2.0,0.0,9.0,1.0
4,22.0,0.0,0.0,1.0,0.0,17.561429977416992,2.0,0.0,9.0,1.0
4,22.0,0.0,0.0,1.0,0.0,18.899307250976562,2.0,0.0,10.0,0.0
4,20.0,0.0,0.0,1.0,0.0,17.74543571472168,2.0,0.0,10.0,1.0
4,21.0,0.0,0.0,1.0,0.0,17.730323791503906,2.0,0.0,10.0,1.0
4,21.0,0.0,0.0,1.0,0.0,19.526580810546875,2.0,0.0,11.0,0.0
4,22.0,0.0,0.0,1.0,0.0,19.52308464050293,2.0,0.0,11.0,0.0
4,23.0,0.0,0.0,1.0,0.0,19.526580810546875,2.0,0.0,11.0,0.0
4,24.0,0.0,0.0,1.0,0.0,19.527002334594727,2.0,0.0,11.0,0.0
4,20.0,0.0,0.0,1.0,0.0,17.9354248046875,2.0,0.0,11.0,1.0
4,21.0,0.0,0.0,1.0,0.0,17.93278694152832,2.0,0.0,11.0,1.0
4,22.0,0.0,0.0,1.0,0.0,17.948684692382812,2.0,0.0,11.0,1.0
4,22.0,0.0,0.0,1.0,0.0,20.147510528564453,2.0,0.0,12.0,0.0
4,23.0,0.0,0.0,1.0,0.0,20.147510528564453,2.0,0.0,12.0,0.0
4,20.0,0.0,0.0,1.0,0.0,18.135887145996094,2.0,0.0,12.0,1.0
4,21.0,0.0,0.0,1.0,0.0,18.135887145996094,2.0,0.0,12.0,1.0
4,22.0,0.0,0.0,1.0,0.0,20.79627227783203,2.0,0.0,13.0,0.0
4,23.0,0.0,0.0,1.0,0.0,20.76980972290039,2.0,0.0,13.0,0.0
4,20.0,0.0,0.0,1.0,0.0,18.335399627685547,2.0,0.0,13.0,1.0
4,21.0,0.0,0.0,1.0,0.0,18.335399627685547,2.0,0.0,13.0,1.0
4,22.0,0.0,0.0,1.0,0.0,21.37482261657715,2.0,0.0,14.0,0.0
4,23.0,0.0,0.0,1.0,0.0,21.37482261657715,2.0,0.0,14.0,0.0
4,24.0,0.0,0.0,1.0,0.0,21.37482261657715,2.0,0.0,14.0,0.0
4,20.0,0.0,0.0,1.0,0.0,18.53040313720703,2.0,0.0,14.0,1.0
4,21.0,0.0,0.0,1.0,0.0,18.53040313720703,2.0,0.0,14.0,1.0
4,23.0,0.0,0.0,1.0,0.0,21.991580963134766,2.0,0.0,15.0,0.0
4,24.0,0.0,0.0,1.0,0.0,21.991580963134766,2.0,0.0,15.0,0.0
4,20.0,0.0,0.0,1.0,0.0,18.740867614746094,2.0,0.0,15.0,1.0
4,21.0,0.0,0.0,1.0,0.0,18.726287841796875,2.0,0.0,15.0,1.0
5,17.0,3498.0,0.0,2.0,64.0,62.885169982910156,1.0,1.0,3.0,1.0
5,26.0,3518.0,0.0,2.0,68.0,66.81549835205078,1.0,1.0,3.0,2.0
5,18.0,3518.0,0.0,2.0,64.0,62.885169982910156,1.0,1.0,4.0,1.0
5,27.0,3393.0,0.0,2.0,67.0,65.83291625976562,1.0,1.0,4.0,2.0
5,19.0,3502.0,0.0,2.0,65.0,63.86775207519531,1.0,1.0,5.0,1.0
5,28.0,3546.0,0.0,2.0,68.0,66.81549835205078,1.0,1.0,5.0,2.0
5,19.0,3584.0,0.0,2.0,69.0,67.7980728149414,1.0,1.0,6.0,1.0
5,29.0,3404.0,0.0,2.0,68.0,66.81549835205078,1.0,1.0,6.0,2.0
5,20.0,3501.0,0.0,2.0,67.0,65.83291625976562,1.0,1.0,7.0,1.0
5,30.0,3492.0,0.0,2.0,69.0,67.7980728149414,1.0,1.0,7.0,2.0
5,21.0,3539.0,0.0,2.0,67.0,65.83291625976562,1.0,1.0,8.0,1.0
5,31.0,3551.0,0.0,2.0,70.0,68.78065490722656,1.0,1.0,8.0,2.0
5,22.0,3446.0,0.0,2.0,67.0,65.83291625976562,1.0,1.0,9.0,1.0
5,31.0,4095.0,0.0,2.0,0.0,0.0,1.0,1.0,9.0,2.0
5,32.0,3492.0,0.0,2.0,66.0,64.85033416748047,1.0,1.0,9.0,2.0
5,23.0,3315.0,0.0,2.0,65.0,63.86775207519531,1.0,1.0,10.0,1.0
5,33.0,3471.0,0.0,2.0,68.0,66.81549835205078,1.0,1.0,10.0,2.0
5,24.0,3466.0,0.0,2.0,67.0,65.83291625976562,1.0,1.0,11.0,1.0
5,34.0,3238.0,0.0,2.0,66.0,64.85033416748047,1.0,1.0,11.0,2.0
5,25.0,3560.0,0.0,2.0,67.0,65.83291625976562,1.0,1.0,12.0,1.0
5,35.0,3493.0,0.0,2.0,66.0,64.85033416748047,1.0,1.0,12.0,2.0
5,36.0,4095.0,0.0,2.0,0.0,0.0,1.0,1.0,12.0,2.0
6,14.0,3482.0,0.0,1.0,20.0,19.6516170501709,1.0,1.0,1.0,0.0
6,7.0,3430.0,0.0,1.0,22.0,21.616777420043945,1.0,1.0,1.0,1.0
6,15.0,3047.0,0.0,1.0,20.0,19.6516170501709,1.0,1.0,2.0,0.0
6,35.0,3234.0,0.0,1.0,22.0,21.616777420043945,1.0,1.0,2.0,1.0
6,36.0,3603.0,0.0,1.0,36.0,35.37290954589844,1.0,1.0,2.0,1.0
6,37.0,3274.0,0.0,1.0,22.0,21.616777420043945,1.0,1.0,2.0,1.0
6,14.0,0.0,0.0,1.0,0.0,18.50278091430664,1.0,1.0,3.0,0.0
6,15.0,0.0,0.0,1.0,0.0,18.541784286499023,1.0,1.0,3.0,0.0
6,6.0,0.0,0.0,1.0,0.0,18.885040283203125,1.0,1.0,3.0,1.0
6,7.0,0.0,0.0,1.0,0.0,18.885040283203125,1.0,1.0,3.0,1.0
6,15.0,0.0,0.0,1.0,0.0,19.310741424560547,1.0,1.0,4.0,0.0
6,6.0,0.0,0.0,1.0,0.0,18.941612243652344,1.0,1.0,4.0,1.0
6,7.0,0.0,0.0,1.0,0.0,18.941612243652344,1.0,1.0,4.0,1.0
6,15.0,0.0,0.0,1.0,0.0,20.027816772460938,1.0,1.0,5.0,0.0
6,16.0,0.0,0.0,1.0,0.0,20.114967346191406,1.0,1.0,5.0,0.0
6,17.0,0.0,0.0,1.0,0.0,20.027816772460938,1.0,1.0,5.0,0.0
6,6.0,0.0,0.0,1.0,0.0,18.996849060058594,1.0,1.0,5.0,1.0
6,7.0,0.0,0.0,1.0,0.0,18.999347686767578,1.0,1.0,5.0,1.0
6,17.0,0.0,0.0,1.0,0.0,20.91681671142578,1.0,1.0,6.0,0.0
6,6.0,0.0,0.0,1.0,0.0,19.058853149414062,1.0,1.0,6.0,1.0
6,7.0,0.0,0.0,1.0,0.0,19.058853149414062,1.0,1.0,6.0,1.0
6,17.0,0.0,0.0,1.0,0.0,21.613677978515625,1.0,1.0,7.0,0.0
6,18.0,0.0,0.0,1.0,0.0,21.613677978515625,1.0,1.0,7.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.121379852294922,1.0,1.0,7.0,1.0
6,9.0,0.0,0.0,1.0,0.0,19.121379852294922,1.0,1.0,7.0,1.0
6,19.0,0.0,0.0,1.0,0.0,22.413677215576172,1.0,1.0,8.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.18320083618164,1.0,1.0,8.0,1.0
6,9.0,0.0,0.0,1.0,0.0,19.18320083618164,1.0,1.0,8.0,1.0
6,19.0,0.0,0.0,1.0,0.0,23.25159454345703,1.0,1.0,9.0,0.0
6,20.0,0.0,0.0,1.0,0.0,23.212242126464844,1.0,1.0,9.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.24654769897461,1.0,1.0,9.0,1.0
6,20.0,0.0,0.0,1.0,0.0,24.073619842529297,1.0,1.0,10.0,0.0
6,21.0,0.0,0.0,1.0,0.0,23.990966796875,1.0,1.0,10.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.311214447021484,1.0,1.0,10.0,1.0
6,9.0,0.0,0.0,1.0,0.0,19.311214447021484,1.0,1.0,10.0,1.0
6,21.0,0.0,0.0,1.0,0.0,24.79010009765625,1.0,1.0,11.0,0.0
6,22.0,0.0,0.0,1.0,0.0,24.79010009765625,1.0,1.0,11.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.379322052001953,1.0,1.0,11.0,1.0
6,9.0,0.0,0.0,1.0,0.0,19.379322052001953,1.0,1.0,11.0,1.0
6,21.0,0.0,0.0,1.0,0.0,25.58707046508789,1.0,1.0,12.0,0.0
6,22.0,0.0,0.0,1.0,0.0,25.58707046508789,1.0,1.0,12.0,0.0
6,23.0,0.0,0.0,1.0,0.0,25.58707046508789,1.0,1.0,12.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.448286056518555,1.0,1.0,12.0,1.0
6,9.0,0.0,0.0,1.0,0.0,19.448286056518555,1.0,1.0,12.0,1.0
6,22.0,0.0,0.0,1.0,0.0,26.420238494873047,1.0,1.0,13.0,0.0
6,23.0,0.0,0.0,1.0,0.0,26.38105010986328,1.0,1.0,13.0,0.0
6,24.0,0.0,0.0,1.0,0.0,26.420238494873047,1.0,1.0,13.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.51702117919922,1.0,1.0,13.0,1.0
6,24.0,0.0,0.0,1.0,0.0,27.15995979309082,1.0,1.0,14.0,0.0
6,25.0,0.0,0.0,1.0,0.0,27.19957733154297,1.0,1.0,14.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.58589744567871,1.0,1.0,14.0,1.0
6,25.0,0.0,0.0,1.0,0.0,27.959941864013672,1.0,1.0,15.0,0.0
6,26.0,0.0,0.0,1.0,0.0,27.999488830566406,1.0,1.0,15.0,0.0
6,8.0,0.0,0.0,1.0,0.0,19.650192260742188,1.0,1.0,15.0,1.0
7,53.0,3248.0,0.0,1.0,12.0,11.790969848632812,8.0,0.0,1.0,0.0
7,31.0,3466.0,0.0,1.0,13.0,12.773550033569336,8.0,0.0,1.0,1.0
7,9.0,3465.0,0.0,1.0,14.0,13.756131172180176,8.0,0.0,2.0,1.0
7,30.0,3486.0,0.0,2.0,61.0,59.93742752075195,4.0,1.0,1.0,1.0
7,50.0,3464.0,0.0,2.0,62.0,60.92000961303711,4.0,1.0,1.0,2.0
7,31.0,3429.0,0.0,2.0,58.0,56.98968505859375,4.0,1.0,2.0,1.0
7,52.0,3537.0,0.0,2.0,60.0,58.95484924316406,4.0,1.0,2.0,2.0
7,33.0,3379.0,0.0,2.0,60.0,58.95484924316406,4.0,1.0,3.0,1.0
7,55.0,2903.0,0.0,2.0,59.0,57.972267150878906,4.0,1.0,3.0,2.0
7,34.0,3420.0,0.0,2.0,58.0,56.98968505859375,4.0,1.0,4.0,1.0
7,57.0,3559.0,0.0,2.0,65.0,63.86775207519531,4.0,1.0,4.0,2.0
7,58.0,3554.0,0.0,2.0,61.0,59.93742752075195,4.0,1.0,4.0,2.0
7,36.0,3418.0,0.0,2.0,59.0,57.972267150878906,4.0,1.0,5.0,1.0
7,60.0,3473.0,0.0,2.0,61.0,59.93742752075195,4.0,1.0,5.0,2.0
7,37.0,3439.0,0.0,2.0,58.0,56.98968505859375,4.0,1.0,6.0,1.0
7,38.0,4095.0,0.0,2.0,0.0,0.0,4.0,1.0,6.0,1.0
7,62.0,3504.0,0.0,2.0,59.0,57.972267150878906,4.0,1.0,6.0,2.0
7,63.0,3625.0,0.0,2.0,67.0,65.83291625976562,4.0,1.0,6.0,2.0
7,39.0,3483.0,0.0,2.0,61.0,59.93742752075195,4.0,1.0,7.0,1.0
7,65.0,3541.0,0.0,2.0,59.0,57.972267150878906,4.0,1.0,7.0,2.0
8,33.0,3538.0,0.0,2.0,75.0,73.69355773925781,4.0,2.0,1.0,1.0
8,10.0,3361.0,0.0,2.0,67.0,65.83291625976562,4.0,2.0,1.0,2.0
8,34.0,3379.0,0.0,2.0,73.0,71.72840118408203,4.0,2.0,2.0,1.0
8,11.0,3293.0,0.0,2.0,65.0,63.86775207519531,4.0,2.0,2.0,2.0
8,35.0,3538.0,0.0,2.0,73.0,71.72840118408203,4.0,2.0,3.0,1.0
8,11.0,3273.0,0.0,2.0,65.0,63.86775207519531,4.0,2.0,3.0,2.0
8,37.0,3606.0,0.0,2.0,76.0,74.67613983154297,4.0,2.0,4.0,1.0
8,11.0,3548.0,0.0,2.0,66.0,64.85033416748047,4.0,2.0,4.0,2.0
8,12.0,3555.0,0.0,2.0,65.0,63.86775207519531,4.0,2.0,4.0,2.0
8,38.0,3433.0,0.0,2.0,71.0,69.76323699951172,4.0,2.0,5.0,1.0
8,12.0,3539.0,0.0,2.0,68.0,66.81549835205078,4.0,2.0,5.0,2.0
8,38.0,3593.0,0.0,2.0,81.0,79.58904266357422,4.0,2.0,6.0,1.0
8,39.0,3518.0,0.0,2.0,73.0,71.72840118408203,4.0,2.0,6.0,1.0
8,12.0,3521.0,0.0,2.0,69.0,67.7980728149414,4.0,2.0,6.0,2.0
8,40.0,3524.0,0.0,2.0,74.0,72.71098327636719,4.0,2.0,7.0,1.0
8,12.0,3494.0,0.0,2.0,67.0,65.83291625976562,4.0,2.0,7.0,2.0
8,41.0,3511.0,0.0,2.0,71.0,69.76323699951172,4.0,2.0,8.0,1.0
8,13.0,3444.0,0.0,2.0,65.0,63.86775207519531,4.0,2.0,8.0,2.0
8,42.0,3495.0,0.0,2.0,73.0,71.72840118408203,4.0,2.0,9.0,1.0
8,13.0,3507.0,0.0,2.0,66.0,64.85033416748047,4.0,2.0,9.0,2.0
8,43.0,3499.0,0.0,2.0,73.0,71.72840118408203,4.0,2.0,10.0,1.0
8,13.0,3442.0,0.0,2.0,65.0,63.86775207519531,4.0,2.0,10.0,2.0
8,45.0,3539.0,0.0,2.0,74.0,72.71098327636719,4.0,2.0,11.0,1.0
8,14.0,3304.0,0.0,2.0,64.0,62.885169982910156,4.0,2.0,11.0,2.0
8,46.0,3525.0,0.0,2.0,71.0,69.76323699951172,4.0,2.0,12.0,1.0
8,14.0,3520.0,0.0,2.0,65.0,63.86775207519531,4.0,2.0,12.0,2.0
8,47.0,3540.0,0.0,2.0,71.0,69.76323699951172,4.0,2.0,13.0,1.0
8,14.0,3476.0,0.0,2.0,69.0,67.7980728149414,4.0,2.0,13.0,2.0
8,48.0,3562.0,0.0,2.0,83.0,81.55420684814453,4.0,2.0,14.0,1.0
8,15.0,3498.0,0.0,2.0,69.0,67.7980728149414,4.0,2.0,14.0,2.0
9,28.0,3407.0,0.0,1.0,15.0,14.738712310791016,3.0,0.0,1.0,0.0
9,18.0,3444.0,0.0,1.0,13.0,12.773550033569336,3.0,0.0,1.0,1.0
9,29.0,3297.0,0.0,1.0,15.0,14.738712310791016,3.0,0.0,2.0,0.0
9,19.0,3487.0,0.0,1.0,13.0,12.773550033569336,3.0,0.0,2.0,1.0
9,25.0,0.0,0.0,1.0,0.0,14.657112121582031,3.0,0.0,3.0,0.0
9,26.0,0.0,0.0,1.0,0.0,14.657112121582031,3.0,0.0,3.0,0.0
9,27.0,0.0,0.0,1.0,0.0,14.657112121582031,3.0,0.0,3.0,0.0
9,16.0,0.0,0.0,1.0,0.0,10.250303268432617,3.0,0.0,3.0,1.0
9,17.0,0.0,0.0,1.0,0.0,10.259491920471191,3.0,0.0,3.0,1.0
9,26.0,0.0,0.0,1.0,0.0,15.331290245056152,3.0,0.0,4.0,0.0
9,27.0,0.0,0.0,1.0,0.0,15.300561904907227,3.0,0.0,4.0,0.0
9,16.0,0.0,0.0,1.0,0.0,10.374855995178223,3.0,0.0,4.0,1.0
9,17.0,0.0,0.0,1.0,0.0,10.374855995178223,3.0,0.0,4.0,1.0
9,27.0,0.0,0.0,1.0,0.0,15.9735107421875,3.0,0.0,5.0,0.0
9,28.0,0.0,0.0,1.0,0.0,15.945186614990234,3.0,0.0,5.0,0.0
9,16.0,0.0,0.0,1.0,0.0,10.496153831481934,3.0,0.0,5.0,1.0
9,17.0,0.0,0.0,1.0,0.0,10.504873275756836,3.0,0.0,5.0,1.0
9,27.0,0.0,0.0,1.0,0.0,16.592945098876953,3.0,0.0,6.0,0.0
9,28.0,0.0,0.0,1.0,0.0,16.592945098876953,3.0,0.0,6.0,0.0
9,29.0,0.0,0.0,1.0,0.0,16.592945098876953,3.0,0.0,6.0,0.0
9,16.0,0.0,0.0,1.0,0.0,10.612606048583984,3.0,0.0,6.0,1.0
9,17.0,0.0,0.0,1.0,0.0,10.621217727661133,3.0,0.0,6.0,1.0
9,29.0,0.0,0.0,1.0,0.0,17.13601303100586,3.0,0.0,7.0,0.0
9,21.0,0.0,0.0,1.0,0.0,10.729131698608398,3.0,0.0,7.0,1.0
9,29.0,0.0,0.0,1.0,0.0,17.783348083496094,3.0,0.0,8.0,0.0
9,30.0,0.0,0.0,1.0,0.0,17.783348083496094,3.0,0.0,8.0,0.0
9,20.0,0.0,0.0,1.0,0.0,10.856091499328613,3.0,0.0,8.0,1.0
9,21.0,0.0,0.0,1.0,0.0,10.847244262695312,3.0,0.0,8.0,1.0
9,22.0,0.0,0.0,1.0,0.0,10.856091499328613,3.0,0.0,8.0,1.0
9,29.0,0.0,0.0,1.0,0.0,18.42753028869629,3.0,0.0,9.0,0.0
9,30.0,0.0,0.0,1.0,0.0,18.42753028869629,3.0,0.0,9.0,0.0
9,31.0,0.0,0.0,1.0,0.0,18.42753028869629,3.0,0.0,9.0,0.0
9,32.0,0.0,0.0,1.0,0.0,18.365583419799805,3.0,0.0,9.0,0.0
9,20.0,0.0,0.0,1.0,0.0,10.963436126708984,3.0,0.0,9.0,1.0
9,21.0,0.0,0.0,1.0,0.0,10.963436126708984,3.0,0.0,9.0,1.0
9,22.0,0.0,0.0,1.0,0.0,10.963436126708984,3.0,0.0,9.0,1.0
9,23.0,0.0,0.0,1.0,0.0,10.963436126708984,3.0,0.0,9.0,1.0
9,30.0,0.0,0.0,1.0,0.0,19.050800323486328,3.0,0.0,10.0,0.0
